"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"ini udah keterlaluan sih jatohnya, saran saya jangan cuma ahmad sahroni aja. coba silaturahmi juga kerumah anggota yang lain","55","2","2025-08-30T12:29:35.000Z","permanajaka2","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7067311144431961089","7544354740046725906","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7750d712be1c786f9595ece7bf9c24db~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2275f80&x-expires=1756645200&x-signature=wNwkhyjBifX%2Fcfq28B1oLUF1LLM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mending gini daripada ngerusak fasilitas umum","45","1","2025-08-30T12:27:45.000Z","afifmaulana45","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6561076983362961409","7544354261586068232","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8b935b02f7fd79ae81278dab61379bf0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8d1fbcf3&x-expires=1756645200&x-signature=08eOpw1x0LwnJXrDd8PGXmTSQZM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"anjay mayan bgt 1000 dollar sg brati 12jutaan 🤣😭","7","0","2025-08-30T12:59:38.000Z","saqirani11","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6794265885164340226","7544362471542178567","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/1332ce447aadafbbdf6fe55006dc398b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cc6c7b48&x-expires=1756645200&x-signature=6SYv%2Fe%2BBfcdIHfFEDWvTxGPfC9s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Pasti sahroni orang baik..buktinya pindahan rmh aja di bantuin banyak orang😌","8","2","2025-08-30T13:35:26.000Z","bukanmanusia672","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6944669319217628162","7544371696020800264","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9303afc3f8e58a7b9dc0a667ae991d45~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7a416a5c&x-expires=1756645200&x-signature=lPRoQftK9e3jP1X0YZuYuGqDFss%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"musuhnya syahroni di kepemerintahan ketawa ngelihat ini😅😅😂","13","1","2025-08-30T12:30:30.000Z","silviareni3","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6934937597791093762","7544354969877611282","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/0207e124fad1905c79d82a43a6226f57~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f42b1961&x-expires=1756645200&x-signature=gYzejPj5t7BZTJqJMyTvxjzK3aE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Eko patrio sama uya kuya ga bisa joget liat ini😂😂","156","6","2025-08-30T12:40:30.000Z","nonkikie06","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6904573696166331394","7544357548134187783","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a268414f65ea93aa0986e031bb2c7c46~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce39a371&x-expires=1756645200&x-signature=0c3OmsXBSkP2lBydYXZhSF85Rm4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yg lempar uang pasti gk tau 1 lbr 12 jt😂😂","383","27","2025-08-30T12:09:59.000Z","userd9pc8oqs1w","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7247336290009728005","7544349665762050834","https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/21ce64610db53b2db0ede8627ae4f2eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=495a220a&x-expires=1756645200&x-signature=F1tFkg%2BFmyqZl%2Fhxj%2FSkwykRjBk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"DARI RAKYAT KEMBALI KE RAKYAT. TRIMAKASIH SAHRONI.","203","1","2025-08-30T12:26:20.000Z","rozizubir","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6852351674142884866","7544353895595164423","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b79bf2d6a83f718aefc9a742a2251dce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=32e58b2d&x-expires=1756645200&x-signature=160CCTQtvRgOd65If6b5LZ1Y3ok%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ahmad Sahroni lagi pindah rumah ya? kompak sekali warga kompleknya. sampai bantuin dia pindahan.","38","1","2025-08-30T12:33:24.000Z","afdhalsetiawan_","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7161658529798177794","7544355706247676679","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2d14cb194d69dca0538b7447c0bdd60d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aec8f3a5&x-expires=1756645200&x-signature=3UakwG5Dtx86PLaIibqXulTSSEk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Klo smpe ini dipolisikan gw yakin sih massa bakal mkin marah dan memberontak😺","546","26","2025-08-30T12:48:12.000Z","......abcd15","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7028150124687082498","7544359535792702226","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/81de4cf7f65e24b424df66a193cb55b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2b12aa8&x-expires=1756645200&x-signature=HEIvp8arkgJsQhbAAYIp4nPfdEo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"the real perampasan aset jalur rakyat😅😅","8","0","2025-08-30T13:23:27.000Z","mira_mirud","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6962536348070970369","7544368603614757648","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/688cc813c37f9f806e34f9cf20cb90fc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1b228b74&x-expires=1756645200&x-signature=3bkiTXpr9euLN%2FYOTLy7eE0vmQ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"uang rakyat itu,,,, jangan takut teruskan","61","0","2025-08-30T12:04:13.000Z","rani15056","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7087909318087345157","7544348199353008914","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/04770219b0d34fc63a1aa2f3d34dcf22~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3d978cd1&x-expires=1756645200&x-signature=b%2BVM%2F937NOF6zjstkExhKMTOWSQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ini RUU perampasan aset yang langsung di eksekusi rakyat🤣","53","0","2025-08-30T12:54:13.000Z","octa_tel","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7009841602789524507","7544361082656719636","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e1b82800df7c7060118fb89f9c2c4990~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db0cd619&x-expires=1756645200&x-signature=oR2U6%2BYyOrVW5%2FgdvSf0nn0Jo%2Bk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Nah gini donk, yg di jarah tuh rumah"" mereka yg udah makan duit rakyat, bukan mall"" ataupun toko"" orang ga bersalah","388","6","2025-08-30T13:01:53.000Z","cicikapartemenjakbar","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6669044403467862018","7544363060167082770","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/90fa15b8691459688335554de53f8f39~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=df1c71e1&x-expires=1756645200&x-signature=cGX%2BZTPESJRN7iqrrmxwdh5EsvQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalau pemerintah gak bisa, biar masyarakat yg kerja ges 😂😂","37","0","2025-08-30T12:39:32.000Z","roninxz77","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6650853966799126530","7544357287953433362","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bf29dd58e4f569e69f713958a9450a03~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a61d1e79&x-expires=1756645200&x-signature=i43Z50%2FJKL6AK2eFd3ouCxpIJS4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mending diambil masyarakat langsg ketimbang diambil negara dibuat bancaan DPR😅😅","10","0","2025-08-30T13:04:29.000Z","cowoknampes106","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6994396763771962369","7544363734832218888","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/ee478971a20f08215ad73041ec7cc5d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d577d59&x-expires=1756645200&x-signature=l7O0aOVtytjaPg2OCJR4z%2FwUqHU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"belum seberapa itu, di Atm pasti saldo ny masih miliaran 😂","5","0","2025-08-30T13:39:15.000Z","simplyree__","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","6694969343112168450","7544372672505348885","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e141f26e5bd6b0f6bf6656bb9b7e49f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3e94f670&x-expires=1756645200&x-signature=v0I3hdZFEB%2FpRyoPjEOcjnhHPss%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"iron man : end game beneran ini cokk","227","7","2025-08-30T12:03:32.000Z","fxxk_yaall","https://www.tiktok.com/@awuu.daily/video/7544337064255376646","7113151756339758081","7544348008034861831","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/de77edbeab4201956e9eac3f112e9011~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80a7d63f&x-expires=1756645200&x-signature=LLXcqlkPzFSwe3iWomRPTmzwy9Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Reaksi Syahroni pulang kaget jadi gelandang","165549","377","2025-08-30T10:14:32.000Z","cindyprs.tk","https://www.tiktok.com/@akuratco/video/7544317259754261767","7299489349984502802","7544319934424449800","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e767d806152191115f2bfe6f69ff5dca~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b9158138&x-expires=1756645200&x-signature=plX4ROv03m0%2BYECVk8nZuLYO4KM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"keren kali Terima kasih rekan2 kalau memang ini rumah syahroni😎","15","0","2025-08-30T11:23:09.000Z","deddypotter","https://www.tiktok.com/@akuratco/video/7544317259754261767","6958556059050083330","7544337613211337480","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7326701112419942402~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=02af2075&x-expires=1756645200&x-signature=UWfhNVbOHqTk92yNX72hStOXoHE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Uya kuya. Eko sm nafa urbach ketar ketir pasti","6930","22","2025-08-30T10:22:51.000Z","ericadea12","https://www.tiktok.com/@akuratco/video/7544317259754261767","6520061347752689665","7544322044520973072","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8fa7672dd8c139427cbee98cd011f797~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a38340ed&x-expires=1756645200&x-signature=qnU57cAOFQecggW4WdWKh7SxzCQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"next, uya kuya dan eko patrio","2518","21","2025-08-30T10:58:27.000Z","akuhuman10","https://www.tiktok.com/@akuratco/video/7544317259754261767","7126115888211215362","7544331233475248914","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/499a9dfbffa24d919846693d66ad27c8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8f715653&x-expires=1756645200&x-signature=hUXEh6LzQFJtSx4ZdO6i6tBh7bY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"sekarang sri mulyani kak, udah follow","2555","15","2025-08-30T11:49:29.000Z","cudcdle","https://www.tiktok.com/@akuratco/video/7544317259754261767","6766566938338427906","7544344403620676359","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/41e1b84b03cc7c164bccac0b82fa2dc3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=100ac42c&x-expires=1756645200&x-signature=OpXpBGSY7Ff2cjsW%2BYJBEYqGiyw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"yg ambil ironman KEREN ANJIR ITU MAHAL BANGETTTT","91999","100","2025-08-30T10:19:28.000Z","nabilabaraqbahh","https://www.tiktok.com/@akuratco/video/7544317259754261767","7039624305507927067","7544321193429549831","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a385cdaf60f1924af0152a37da65b9ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=629828ae&x-expires=1756645200&x-signature=2XQ%2Fj6iEUaxACanK0BJkFvg2wgo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalau ini baru benar,jangan lampiasin ke aparat","30272","31","2025-08-30T10:29:35.000Z","sesriyosa1","https://www.tiktok.com/@akuratco/video/7544317259754261767","6923376895237620738","7544323813576852231","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7333197223716454418~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1e5b9d57&x-expires=1756645200&x-signature=efcQ2d%2BeOSj1bQEVmqNvaIgxp4k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"uya kuya kapan🗿","124874","377","2025-08-30T10:15:07.000Z","revallbae2","https://www.tiktok.com/@akuratco/video/7544317259754261767","7518057992621917192","7544320078881129224","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a82f34dc0b76f76cdb1c6b17811442be~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac62a552&x-expires=1756645200&x-signature=VA6RpfcHc5ggdh6h2sa7zqPVnPA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"EH INI BENER DIRMH SI SAHRONI? DEMI ALLAH MAKASI BGTTTT❤️❤️","18589","42","2025-08-30T10:28:21.000Z","opieyyy._","https://www.tiktok.com/@akuratco/video/7544317259754261767","7333528199362315269","7544323489068237575","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5e1886b25d9dfc9c6ef3060f5530b446~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0c3cc379&x-expires=1756645200&x-signature=hGeiMMZtDb7DNJf6jb0RDAAS258%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"tinggal sri mulyani belum","4070","31","2025-08-30T10:42:22.000Z","apriiil73","https://www.tiktok.com/@akuratco/video/7544317259754261767","7482419530385310721","7544327072309101313","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d425d66cc82da1d06f38af15d7a61cfa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5ebd3a8d&x-expires=1756645200&x-signature=mMhwh7oZ5NfWKx7CRo5OoZaToAg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"rumah puan rumah puannn","36534","210","2025-08-30T10:26:03.000Z","agustinbanget","https://www.tiktok.com/@akuratco/video/7544317259754261767","7286319766954984454","7544322899788858133","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9f0ffdcc8f6d9d0b53a29ef15b098355~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=89520732&x-expires=1756645200&x-signature=EBgviomnwYEUZ%2FXo7S1Bz3rDui0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"""woy ini mahal anj"" 😭😭","118603","321","2025-08-30T10:17:02.000Z","privetw.in","https://www.tiktok.com/@akuratco/video/7544317259754261767","7344977990226838533","7544320577856062216","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d20494b0a7628795db692136c8fdab68~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d923dcd0&x-expires=1756645200&x-signature=Qys0DPuNvU1%2FEK%2BSiakTf9riPZo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kalok kayak gini semua. anggota dewan pasti ketar ketir","25832","36","2025-08-30T10:41:38.000Z","ahmadw93_","https://www.tiktok.com/@akuratco/video/7544317259754261767","7282605967744058374","7544326916712317704","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/bd2872c9f86cdd3b737ccea75761721c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1104c105&x-expires=1756645200&x-signature=NFZ2lAvLNkheY37WuSJCE%2BjXXwM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"nah gini aja jangan pasilitas umum yaa","65192","77","2025-08-30T10:16:13.000Z","saninrrhmynti","https://www.tiktok.com/@akuratco/video/7544317259754261767","7149794283812586523","7544320365359891208","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3c65537deae76bd72d56f91797d531f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9405890&x-expires=1756645200&x-signature=%2FhSHyvtBU9In9qx%2B2ddBc8Ta9e8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"barang² mahal semua jir","67560","30","2025-08-30T10:18:34.000Z","bobotoh_krwg","https://www.tiktok.com/@akuratco/video/7544317259754261767","7114936733157884955","7544320955050820370","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/db5149d48c4924a008eb7936f11179cb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d5836805&x-expires=1756645200&x-signature=21WM3O84lhSy8Vjk40byBhX9mzc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Kalo ini gw setuju","285441","433","2025-08-30T10:17:12.000Z","bostoncaliptus","https://www.tiktok.com/@akuratco/video/7544317259754261767","6967661543089619970","7544320599046570759","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/38d86b95b06ab4f2df545d3d9e55ed42~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0114f1fd&x-expires=1756645200&x-signature=VGzwRzF1%2BuouS7Px82ZU7nb%2FjIU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"klo kaya gini setiap ada wakil rakyat ya nantang rakyatnya kayanya g akan ada lagi deh yg berani.","70410","144","2025-08-30T10:18:05.000Z","sucirvan2","https://www.tiktok.com/@akuratco/video/7544317259754261767","7203991508344161282","7544320831167791890","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f926981bd7b7fec223065c133d291098~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d09f428c&x-expires=1756645200&x-signature=1Pvymp8pAS26q9z9ptEZ3qlDmtM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"UDAH DEH KALI INI GW SETUJU BANGETTTTT!! 😭🔥","12355","8","2025-08-30T10:36:36.000Z","mhmdmannn_","https://www.tiktok.com/@akuratco/video/7544317259754261767","6967225148509553666","7544325624542839559","https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5d887d0220ace4a8e42fdf91b179f544~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01301c82&x-expires=1756645200&x-signature=Ap1MgUQ2ZoDv%2FSX%2B4na1lBLjplU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
